num_passengers,sales_channel,trip_type,length_of_stay,flight_hour,flight_day,route,wants_extra_baggage,wants_preferred_seat,wants_in_flight_meals,flight_duration,booking_complete
1,Internet,RoundTrip,35.0,13.0,Wed,CANPER,0.0,0.0,0.0,5.62,0
1,Internet,RoundTrip,32.0,1.0,Sun,CANPER,1.0,0.0,1.0,5.62,0
1,Mobile,RoundTrip,92.0,17.0,Sun,CANPER,0.0,1.0,0.0,5.62,0
1,Internet,RoundTrip,39.0,16.0,Sat,CANPER,1.0,0.0,0.0,5.62,0
2,Internet,RoundTrip,18.0,11.0,Sun,CANSYD,1.0,0.0,1.0,8.58,1
2,Internet,RoundTrip,24.0,11.0,Fri,CANSYD,1.0,1.0,1.0,8.58,0
2,Internet,RoundTrip,18.0,14.0,Mon,CANSYD,1.0,1.0,1.0,8.58,0
2,Mobile,RoundTrip,17.0,12.0,Thu,CANSYD,1.0,0.0,1.0,8.58,0
3,Mobile,RoundTrip,20.0,16.0,Sat,CANSYD,1.0,0.0,0.0,8.58,0
3,Internet,RoundTrip,18.0,1.0,Fri,CANSYD,1.0,0.0,0.0,8.58,1
1,Internet,RoundTrip,68.0,2.0,Tue,CANSYD,0.0,0.0,0.0,8.58,0
1,Internet,RoundTrip,24.0,2.0,Tue,CANSYD,1.0,1.0,1.0,8.58,0
1,Internet,RoundTrip,39.0,5.0,Sun,CANSYD,1.0,1.0,1.0,8.58,0
1,Internet,RoundTrip,30.0,2.0,Sun,CANSYD,1.0,1.0,1.0,8.58,0
1,Internet,RoundTrip,35.0,16.0,Thu,CANSYD,1.0,1.0,0.0,8.58,0
1,Internet,RoundTrip,22.0,16.0,Tue,CANSYD,1.0,0.0,1.0,8.58,1
1,Internet,RoundTrip,89.0,7.0,Sun,CANSYD,0.0,1.0,0.0,8.58,0
1,Internet,RoundTrip,20.0,16.0,Sat,CANSYD,1.0,0.0,1.0,8.58,0
1,Internet,RoundTrip,70.0,11.0,Fri,CANSYD,0.0,0.0,1.0,8.58,0
2,Internet,RoundTrip,20.0,6.0,Wed,CANSYD,1.0,0.0,1.0,8.58,1
1,Internet,RoundTrip,46.0,5.0,Sun,CANSYD,1.0,0.0,0.0,8.58,0
1,Internet,RoundTrip,91.0,8.0,Tue,CANSYD,1.0,0.0,1.0,8.58,0
1,Internet,RoundTrip,20.0,0.0,Wed,CANSYD,1.0,0.0,1.0,8.58,0
1,Internet,RoundTrip,102.0,4.0,Sun,CANSYD,0.0,0.0,1.0,8.58,0
1,Internet,RoundTrip,20.0,9.0,Thu,CANSYD,1.0,0.0,0.0,8.58,0
2,Internet,RoundTrip,17.0,12.0,Tue,CANSYD,1.0,0.0,1.0,8.58,0
1,Mobile,RoundTrip,17.0,8.0,Wed,CANSYD,0.0,0.0,0.0,8.58,0
1,Internet,RoundTrip,76.0,2.0,Tue,CANSYD,1.0,0.0,0.0,8.58,0
3,Internet,RoundTrip,26.0,15.0,Tue,CANSYD,1.0,1.0,1.0,8.58,1
1,Internet,RoundTrip,31.0,9.0,Mon,CANSYD,1.0,0.0,0.0,8.58,0
1,Internet,RoundTrip,26.0,5.0,Fri,CANSYD,1.0,0.0,1.0,8.58,1
1,Internet,RoundTrip,88.0,15.0,Fri,CANSYD,1.0,0.0,0.0,8.58,0
1,Internet,RoundTrip,17.0,15.0,Fri,CANSYD,1.0,1.0,1.0,8.58,0
1,Internet,RoundTrip,113.0,10.0,Tue,CANSYD,1.0,0.0,1.0,8.58,0
1,Internet,RoundTrip,58.0,16.0,Sat,CANSYD,1.0,1.0,1.0,8.58,0
1,Internet,RoundTrip,27.0,4.0,Sun,CANSYD,1.0,1.0,1.0,8.58,0
3,Mobile,RoundTrip,22.0,5.0,Tue,CANSYD,1.0,0.0,1.0,8.58,1
2,Internet,RoundTrip,37.0,4.0,Mon,CANSYD,1.0,0.0,0.0,8.58,0
3,Internet,RoundTrip,28.0,4.0,Wed,CANSYD,1.0,0.0,0.0,8.58,0
1,Internet,RoundTrip,71.0,21.0,Fri,CANSYD,1.0,0.0,0.0,8.58,0
3,Mobile,RoundTrip,26.0,6.0,Mon,CANSYD,1.0,1.0,0.0,8.58,0
1,Internet,RoundTrip,24.0,12.0,Wed,CCUMEL,0.0,0.0,1.0,8.83,0
1,Internet,RoundTrip,36.0,2.0,Tue,CCUMEL,1.0,1.0,1.0,8.83,0
1,Internet,RoundTrip,27.0,12.0,Thu,CCUMEL,1.0,0.0,1.0,8.83,0
3,Internet,RoundTrip,20.0,16.0,Fri,CCUMEL,1.0,0.0,1.0,8.83,0
1,Internet,RoundTrip,20.0,22.0,Sun,CCUMEL,1.0,0.0,1.0,8.83,0
1,Internet,RoundTrip,18.0,4.0,Sun,CCUMEL,1.0,1.0,1.0,8.83,1
1,Internet,RoundTrip,37.0,10.0,Mon,CCUMEL,1.0,1.0,0.0,8.83,0
1,Internet,RoundTrip,18.0,7.0,Tue,CCUMEL,1.0,1.0,1.0,8.83,0
1,Internet,RoundTrip,43.0,14.0,Tue,CCUMEL,1.0,0.0,0.0,8.83,0
1,Mobile,RoundTrip,184.0,7.0,Mon,CCUMEL,1.0,1.0,1.0,8.83,0
2,Internet,RoundTrip,18.0,9.0,Wed,CCUMEL,1.0,1.0,0.0,8.83,1
2,Internet,RoundTrip,20.0,14.0,Mon,CCUMEL,1.0,0.0,1.0,8.83,0
2,Internet,RoundTrip,18.0,8.0,Wed,CCUMEL,1.0,0.0,1.0,8.83,0
1,Internet,RoundTrip,31.0,3.0,Thu,CCUMEL,1.0,0.0,0.0,8.83,0
2,Internet,RoundTrip,24.0,8.0,Wed,CCUMEL,1.0,1.0,1.0,8.83,1
1,Internet,RoundTrip,82.0,7.0,Fri,CCUMEL,1.0,0.0,0.0,8.83,0
5,Internet,RoundTrip,34.0,0.0,Sun,CCUMEL,1.0,0.0,0.0,8.83,0
2,Internet,RoundTrip,17.0,15.0,Sun,CCUMEL,1.0,0.0,1.0,8.83,0
1,Internet,RoundTrip,24.0,7.0,Tue,CCUMEL,1.0,1.0,1.0,8.83,0
1,Internet,RoundTrip,96.0,6.0,Fri,CCUMEL,1.0,0.0,0.0,8.83,0
1,Internet,RoundTrip,22.0,1.0,Tue,CCUMEL,1.0,0.0,0.0,8.83,0
2,Internet,RoundTrip,42.0,2.0,Tue,CCUMEL,1.0,0.0,0.0,8.83,0
2,Internet,RoundTrip,28.0,23.0,Thu,CCUMEL,1.0,0.0,0.0,8.83,0
2,Internet,RoundTrip,27.0,8.0,Sat,CCUMEL,1.0,1.0,1.0,8.83,0
2,Internet,RoundTrip,21.0,15.0,Thu,CCUMEL,1.0,1.0,1.0,8.83,0
1,Internet,RoundTrip,41.0,7.0,Sun,CCUMEL,1.0,0.0,1.0,8.83,0
1,Mobile,RoundTrip,19.0,7.0,Fri,CCUMEL,1.0,0.0,1.0,8.83,0
2,Mobile,RoundTrip,43.0,13.0,Sun,CCUMEL,0.0,0.0,0.0,8.83,0
3,Internet,RoundTrip,33.0,11.0,Tue,CCUMEL,1.0,0.0,1.0,8.83,0
1,Internet,RoundTrip,62.0,1.0,Wed,CCUMEL,1.0,0.0,0.0,8.83,0
1,Internet,RoundTrip,30.0,12.0,Sun,CCUMEL,1.0,1.0,1.0,8.83,0
1,Internet,RoundTrip,32.0,22.0,Thu,CCUMEL,1.0,1.0,1.0,8.83,0
1,Internet,RoundTrip,39.0,9.0,Wed,CCUMEL,1.0,1.0,1.0,8.83,1
2,Internet,RoundTrip,88.0,3.0,Mon,CCUMEL,0.0,0.0,0.0,8.83,0
1,Internet,RoundTrip,86.0,10.0,Mon,CCUMEL,1.0,0.0,1.0,8.83,0
1,Mobile,RoundTrip,21.0,7.0,Mon,CCUMEL,1.0,1.0,1.0,8.83,0
1,Internet,RoundTrip,30.0,9.0,Sat,CCUMEL,1.0,0.0,0.0,8.83,0
1,Internet,RoundTrip,21.0,13.0,Wed,CCUMEL,1.0,1.0,1.0,8.83,0
2,Internet,RoundTrip,17.0,14.0,Tue,CCUMEL,1.0,0.0,1.0,8.83,0
1,Internet,RoundTrip,76.0,4.0,Thu,CCUMEL,1.0,1.0,1.0,8.83,1
1,Internet,RoundTrip,28.0,8.0,Mon,CCUMEL,1.0,0.0,1.0,8.83,0
2,Mobile,RoundTrip,35.0,11.0,Sun,CCUMEL,1.0,1.0,1.0,8.83,0
1,Internet,RoundTrip,31.0,3.0,Wed,CCUMEL,1.0,1.0,1.0,8.83,0
1,Internet,RoundTrip,61.0,2.0,Sun,CCUMEL,1.0,0.0,1.0,8.83,0
1,Mobile,RoundTrip,29.0,14.0,Wed,CCUMEL,1.0,1.0,1.0,8.83,0
1,Internet,RoundTrip,90.0,12.0,Thu,CCUMEL,1.0,1.0,1.0,8.83,0
1,Internet,RoundTrip,43.0,4.0,Tue,CCUMEL,1.0,0.0,0.0,8.83,0
1,Internet,RoundTrip,19.0,15.0,Thu,CCUMEL,1.0,1.0,1.0,8.83,0
1,Internet,RoundTrip,51.0,3.0,Sun,CCUMEL,0.0,1.0,0.0,8.83,0
1,Internet,RoundTrip,18.0,9.0,Fri,CCUMEL,0.0,0.0,1.0,8.83,0
1,Internet,RoundTrip,36.0,10.0,Thu,CCUMEL,1.0,0.0,1.0,8.83,0
2,Internet,RoundTrip,21.0,0.0,Fri,CCUMEL,0.0,0.0,0.0,8.83,0
1,Internet,RoundTrip,21.0,4.0,Sun,CCUMEL,1.0,0.0,1.0,8.83,0
1,Internet,RoundTrip,236.0,11.0,Wed,CCUMEL,1.0,0.0,0.0,8.83,0
2,Internet,RoundTrip,98.0,12.0,Sat,CCUMEL,1.0,1.0,1.0,8.83,0
1,Internet,RoundTrip,23.0,15.0,Fri,CCUMEL,1.0,0.0,1.0,8.83,0
1,Internet,RoundTrip,29.0,9.0,Sat,CCUMEL,1.0,1.0,1.0,8.83,0
1,Internet,RoundTrip,24.0,11.0,Tue,CCUMEL,1.0,0.0,1.0,8.83,0
1,Internet,RoundTrip,31.0,23.0,Sun,CCUMEL,1.0,0.0,0.0,8.83,0
1,Internet,RoundTrip,32.0,3.0,Mon,CCUMEL,1.0,0.0,0.0,8.83,0
2,Internet,RoundTrip,31.0,8.0,Wed,CCUMEL,0.0,0.0,0.0,8.83,0
2,Internet,RoundTrip,353.0,1.0,Sun,CCUMEL,1.0,1.0,1.0,8.83,1
1,Internet,RoundTrip,39.0,16.0,Fri,CCUMEL,1.0,0.0,1.0,8.83,0
1,Internet,RoundTrip,18.0,0.0,Mon,CCUMEL,1.0,0.0,1.0,8.83,0
3,Internet,RoundTrip,32.0,11.0,Sat,CCUMEL,1.0,0.0,1.0,8.83,0
1,Internet,RoundTrip,35.0,4.0,Wed,CCUMEL,1.0,1.0,1.0,8.83,1
2,Internet,RoundTrip,85.0,8.0,Sun,CCUMEL,1.0,0.0,0.0,8.83,0
3,Internet,RoundTrip,38.0,4.0,Wed,CCUMEL,1.0,0.0,1.0,8.83,0
1,Internet,RoundTrip,24.0,12.0,Sun,CCUMEL,1.0,1.0,1.0,8.83,0
2,Internet,RoundTrip,25.0,11.0,Thu,CCUMRU,1.0,0.0,1.0,7.42,0
1,Internet,RoundTrip,33.0,9.0,Thu,CCUOOL,1.0,0.0,1.0,8.83,0
1,Internet,RoundTrip,29.0,3.0,Tue,CCUOOL,1.0,0.0,1.0,8.83,0
2,Internet,RoundTrip,21.0,23.0,Tue,CCUOOL,1.0,0.0,0.0,8.83,0
1,Internet,RoundTrip,24.0,0.0,Mon,CCUOOL,1.0,1.0,1.0,8.83,0
1,Internet,RoundTrip,183.0,9.0,Tue,CCUOOL,1.0,0.0,1.0,8.83,0
1,Internet,RoundTrip,29.0,22.0,Fri,CCUOOL,1.0,0.0,0.0,8.83,0
1,Internet,RoundTrip,89.0,23.0,Tue,CCUOOL,1.0,0.0,1.0,8.83,0
1,Internet,RoundTrip,91.0,6.0,Sun,CCUOOL,1.0,1.0,1.0,8.83,0
3,Internet,RoundTrip,41.0,13.0,Fri,CCUOOL,0.0,0.0,1.0,8.83,0
1,Internet,RoundTrip,28.0,12.0,Sat,CCUOOL,1.0,0.0,0.0,8.83,0
1,Internet,RoundTrip,20.0,23.0,Sun,CCUOOL,1.0,0.0,0.0,8.83,0
2,Internet,RoundTrip,21.0,10.0,Tue,CCUOOL,0.0,0.0,0.0,8.83,0
1,Internet,RoundTrip,41.0,6.0,Mon,CCUOOL,1.0,1.0,1.0,8.83,1
2,Internet,RoundTrip,106.0,16.0,Fri,CCUOOL,1.0,1.0,1.0,8.83,0
1,Internet,RoundTrip,88.0,23.0,Mon,CCUOOL,1.0,0.0,0.0,8.83,0
1,Internet,RoundTrip,55.0,2.0,Tue,CCUOOL,1.0,0.0,1.0,8.83,0
1,Internet,RoundTrip,25.0,11.0,Thu,CCUOOL,1.0,1.0,0.0,8.83,0
1,Internet,RoundTrip,29.0,12.0,Sat,CCUOOL,0.0,0.0,1.0,8.83,0
1,Internet,RoundTrip,17.0,11.0,Sat,CCUOOL,1.0,0.0,0.0,8.83,0
3,Internet,RoundTrip,37.0,12.0,Sat,CCUOOL,1.0,0.0,0.0,8.83,0
1,Internet,RoundTrip,40.0,10.0,Sun,CCUOOL,1.0,0.0,1.0,8.83,0
1,Internet,RoundTrip,21.0,11.0,Wed,CCUOOL,1.0,0.0,0.0,8.83,0
1,Internet,RoundTrip,18.0,7.0,Tue,CCUOOL,1.0,0.0,0.0,8.83,0
1,Mobile,RoundTrip,24.0,13.0,Fri,CCUOOL,1.0,0.0,0.0,8.83,0
1,Internet,RoundTrip,32.0,9.0,Thu,CCUOOL,1.0,1.0,1.0,8.83,0
2,Internet,RoundTrip,24.0,9.0,Mon,CCUOOL,1.0,0.0,0.0,8.83,0
1,Internet,RoundTrip,36.0,18.0,Tue,CCUOOL,1.0,1.0,1.0,8.83,1
1,Internet,RoundTrip,17.0,17.0,Thu,CCUPER,1.0,0.0,1.0,5.62,0
1,Internet,RoundTrip,18.0,3.0,Wed,CCUPER,1.0,0.0,0.0,5.62,0
1,Internet,RoundTrip,87.0,6.0,Mon,CCUPER,1.0,0.0,1.0,5.62,0
2,Internet,RoundTrip,96.0,6.0,Tue,CCUPER,1.0,0.0,1.0,5.62,0
2,Internet,RoundTrip,17.0,14.0,Wed,CCUPER,1.0,0.0,0.0,5.62,0
4,Internet,RoundTrip,34.0,1.0,Tue,CCUPER,1.0,1.0,1.0,5.62,0
1,Internet,RoundTrip,116.0,6.0,Wed,CCUPER,1.0,1.0,1.0,5.62,0
1,Internet,RoundTrip,102.0,11.0,Mon,CCUPER,1.0,1.0,1.0,5.62,0
2,Internet,RoundTrip,46.0,1.0,Sun,CCUPER,1.0,0.0,0.0,5.62,0
1,Internet,RoundTrip,58.0,3.0,Tue,CCUPER,1.0,0.0,0.0,5.62,0
2,Internet,RoundTrip,26.0,3.0,Sun,CCUPER,1.0,1.0,1.0,5.62,0
1,Internet,RoundTrip,87.0,15.0,Sat,CCUPER,0.0,0.0,1.0,5.62,0
1,Internet,RoundTrip,160.0,16.0,Sun,CCUPER,1.0,1.0,0.0,5.62,0
4,Internet,RoundTrip,19.0,11.0,Thu,CCUPER,0.0,0.0,0.0,5.62,0
1,Internet,RoundTrip,200.0,2.0,Sat,CCUPER,1.0,0.0,0.0,5.62,0
1,Internet,RoundTrip,18.0,3.0,Fri,CCUPER,1.0,1.0,1.0,5.62,0
1,Internet,RoundTrip,30.0,23.0,Tue,CCUPER,1.0,0.0,0.0,5.62,0
1,Internet,RoundTrip,38.0,5.0,Thu,CCUPER,1.0,1.0,1.0,5.62,0
1,Internet,RoundTrip,17.0,13.0,Mon,CCUPER,1.0,0.0,0.0,5.62,0
1,Internet,RoundTrip,33.0,10.0,Sun,CCUPER,1.0,0.0,0.0,5.62,0
2,Internet,RoundTrip,92.0,12.0,Thu,CCUPER,1.0,1.0,1.0,5.62,0
3,Internet,RoundTrip,25.0,6.0,Fri,CCUPER,1.0,1.0,1.0,5.62,0
1,Internet,RoundTrip,47.0,11.0,Wed,CCUPER,1.0,0.0,0.0,5.62,0
1,Internet,RoundTrip,20.0,4.0,Mon,CCUPER,1.0,1.0,1.0,5.62,0
1,Internet,RoundTrip,46.0,4.0,Wed,CCUPER,0.0,0.0,0.0,5.62,0
1,Internet,RoundTrip,175.0,12.0,Wed,CCUPER,1.0,1.0,1.0,5.62,0
1,Internet,RoundTrip,21.0,5.0,Mon,CCUPER,1.0,1.0,1.0,5.62,0
3,Internet,RoundTrip,37.0,13.0,Sun,CCUPER,1.0,1.0,1.0,5.62,0
3,Internet,RoundTrip,19.0,13.0,Thu,CCUPER,1.0,0.0,0.0,5.62,0
1,Internet,RoundTrip,43.0,5.0,Thu,CCUPER,1.0,0.0,1.0,5.62,0
1,Internet,RoundTrip,18.0,4.0,Mon,CCUPER,1.0,0.0,1.0,5.62,0
1,Internet,RoundTrip,35.0,4.0,Sat,CCUPER,1.0,0.0,0.0,5.62,0
3,Internet,RoundTrip,30.0,1.0,Tue,CCUPER,1.0,1.0,1.0,5.62,0
1,Internet,RoundTrip,93.0,13.0,Wed,CCUPER,1.0,1.0,1.0,5.62,0
2,Internet,RoundTrip,21.0,10.0,Sat,CCUPER,1.0,1.0,1.0,5.62,0
2,Internet,RoundTrip,47.0,11.0,Mon,CCUPER,1.0,0.0,0.0,5.62,0
1,Internet,RoundTrip,18.0,10.0,Tue,CCUPER,1.0,1.0,1.0,5.62,0
2,Internet,RoundTrip,28.0,2.0,Sun,CCUSYD,0.0,0.0,0.0,8.58,0
1,Internet,RoundTrip,25.0,15.0,Tue,CCUSYD,0.0,0.0,0.0,8.58,0
1,Internet,RoundTrip,47.0,16.0,Fri,CCUSYD,1.0,1.0,1.0,8.58,0
1,Mobile,RoundTrip,21.0,9.0,Sat,CCUSYD,1.0,1.0,1.0,8.58,0
3,Mobile,RoundTrip,66.0,10.0,Fri,CCUSYD,1.0,0.0,1.0,8.58,0
1,Internet,RoundTrip,25.0,6.0,Fri,CCUSYD,1.0,1.0,1.0,8.58,0
1,Internet,RoundTrip,27.0,6.0,Fri,CCUSYD,0.0,0.0,1.0,8.58,0
1,Internet,RoundTrip,26.0,4.0,Mon,CCUSYD,1.0,1.0,1.0,8.58,0
1,Internet,RoundTrip,26.0,7.0,Sat,CCUSYD,1.0,0.0,1.0,8.58,0
2,Internet,RoundTrip,137.0,13.0,Mon,CCUSYD,1.0,0.0,1.0,8.58,0
1,Internet,RoundTrip,108.0,12.0,Wed,CCUSYD,1.0,1.0,1.0,8.58,0
1,Internet,RoundTrip,21.0,8.0,Thu,CCUSYD,0.0,0.0,0.0,8.58,0
1,Internet,RoundTrip,19.0,10.0,Wed,CCUSYD,1.0,1.0,1.0,8.58,0
1,Internet,RoundTrip,137.0,5.0,Mon,CCUSYD,0.0,0.0,0.0,8.58,0
2,Internet,RoundTrip,25.0,1.0,Mon,CCUSYD,1.0,1.0,1.0,8.58,0
1,Internet,RoundTrip,146.0,16.0,Sun,CCUSYD,1.0,0.0,1.0,8.58,0
1,Mobile,RoundTrip,23.0,8.0,Thu,CCUSYD,0.0,0.0,1.0,8.58,0
3,Mobile,RoundTrip,38.0,12.0,Tue,CCUSYD,1.0,1.0,1.0,8.58,0
2,Internet,RoundTrip,29.0,11.0,Mon,CCUSYD,1.0,0.0,1.0,8.58,0
1,Internet,RoundTrip,26.0,10.0,Sun,CCUSYD,0.0,0.0,1.0,8.58,0
1,Internet,RoundTrip,33.0,15.0,Thu,CCUSYD,1.0,0.0,1.0,8.58,0
3,Mobile,RoundTrip,21.0,9.0,Sat,CCUSYD,0.0,0.0,0.0,8.58,0
1,Internet,RoundTrip,37.0,11.0,Wed,CCUSYD,1.0,1.0,1.0,8.58,0
2,Internet,RoundTrip,19.0,3.0,Fri,CCUSYD,0.0,0.0,0.0,8.58,0
1,Internet,RoundTrip,36.0,13.0,Tue,CCUSYD,0.0,0.0,0.0,8.58,0
1,Internet,RoundTrip,27.0,12.0,Sun,CCUSYD,1.0,1.0,1.0,8.58,0
1,Internet,RoundTrip,35.0,2.0,Thu,CCUSYD,1.0,0.0,1.0,8.58,0
1,Internet,RoundTrip,25.0,9.0,Tue,CCUSYD,1.0,0.0,0.0,8.58,0
2,Internet,RoundTrip,83.0,6.0,Sun,CCUSYD,1.0,0.0,1.0,8.58,1
2,Internet,RoundTrip,83.0,9.0,Thu,CCUSYD,1.0,1.0,1.0,8.58,0
1,Internet,RoundTrip,41.0,11.0,Mon,CCUSYD,1.0,0.0,1.0,8.58,0
1,Internet,RoundTrip,21.0,7.0,Fri,CCUSYD,1.0,0.0,0.0,8.58,0
1,Internet,RoundTrip,52.0,23.0,Sun,CCUSYD,1.0,1.0,0.0,8.58,0
1,Internet,RoundTrip,38.0,1.0,Sun,CCUSYD,0.0,0.0,1.0,8.58,0
1,Internet,RoundTrip,21.0,0.0,Fri,CCUSYD,0.0,0.0,0.0,8.58,0
2,Internet,RoundTrip,26.0,13.0,Mon,CCUSYD,1.0,1.0,1.0,8.58,0
2,Mobile,RoundTrip,43.0,8.0,Sun,CCUSYD,1.0,1.0,1.0,8.58,0
1,Internet,RoundTrip,22.0,3.0,Wed,CCUSYD,0.0,0.0,0.0,8.58,0
1,Internet,RoundTrip,17.0,9.0,Wed,CCUSYD,1.0,0.0,0.0,8.58,0
4,Internet,RoundTrip,35.0,21.0,Wed,CCUSYD,1.0,0.0,1.0,8.58,0
1,Internet,RoundTrip,21.0,18.0,Thu,CCUSYD,0.0,1.0,1.0,8.58,0
1,Internet,RoundTrip,33.0,11.0,Mon,CCUSYD,1.0,1.0,1.0,8.58,0
1,Internet,RoundTrip,39.0,10.0,Wed,CCUSYD,1.0,1.0,1.0,8.58,0
1,Internet,RoundTrip,28.0,19.0,Mon,CCUSYD,1.0,1.0,1.0,8.58,0
2,Internet,RoundTrip,17.0,18.0,Mon,CCUSYD,1.0,0.0,1.0,8.58,1
4,Internet,RoundTrip,18.0,15.0,Sun,CCUSYD,1.0,1.0,0.0,8.58,0
2,Internet,RoundTrip,85.0,3.0,Sat,CCUSYD,1.0,1.0,1.0,8.58,0
1,Internet,RoundTrip,52.0,12.0,Thu,CCUSYD,1.0,1.0,1.0,8.58,0
2,Internet,RoundTrip,52.0,6.0,Mon,CCUSYD,0.0,0.0,0.0,8.58,0
1,Internet,RoundTrip,22.0,9.0,Mon,CCUSYD,1.0,0.0,1.0,8.58,0
1,Internet,RoundTrip,25.0,6.0,Sat,CCUSYD,1.0,0.0,0.0,8.58,0
1,Internet,RoundTrip,28.0,9.0,Mon,CCUSYD,1.0,0.0,0.0,8.58,0
1,Internet,RoundTrip,17.0,23.0,Sun,CCUSYD,1.0,1.0,1.0,8.58,0
2,Internet,RoundTrip,17.0,5.0,Sat,CCUSYD,1.0,0.0,0.0,8.58,1
1,Internet,RoundTrip,17.0,12.0,Sat,CCUSYD,1.0,1.0,1.0,8.58,0
1,Internet,RoundTrip,42.0,4.0,Mon,CCUSYD,1.0,0.0,1.0,8.58,0
1,Internet,RoundTrip,28.0,13.0,Thu,CCUSYD,1.0,1.0,1.0,8.58,0
2,Internet,RoundTrip,19.0,2.0,Fri,CCUSYD,0.0,0.0,0.0,8.58,0
1,Internet,RoundTrip,30.0,7.0,Mon,CCUSYD,0.0,0.0,0.0,8.58,0
2,Internet,RoundTrip,63.0,5.0,Thu,CCUSYD,1.0,1.0,1.0,8.58,0
2,Internet,RoundTrip,18.0,17.0,Thu,CCUSYD,1.0,1.0,1.0,8.58,0
1,Internet,RoundTrip,19.0,6.0,Thu,CCUSYD,1.0,1.0,1.0,8.58,0
2,Internet,RoundTrip,90.0,14.0,Mon,CCUSYD,0.0,0.0,0.0,8.58,0
1,Internet,RoundTrip,20.0,8.0,Mon,CCUSYD,1.0,1.0,1.0,8.58,0
1,Internet,RoundTrip,47.0,13.0,Sat,CCUSYD,0.0,0.0,1.0,8.58,0
1,Internet,RoundTrip,32.0,11.0,Tue,CCUSYD,0.0,0.0,1.0,8.58,0
1,Internet,RoundTrip,68.0,1.0,Thu,CCUSYD,1.0,1.0,1.0,8.58,0
2,Internet,RoundTrip,54.0,8.0,Sat,CCUSYD,1.0,1.0,1.0,8.58,0
2,Internet,RoundTrip,23.0,2.0,Sat,CCUSYD,1.0,1.0,1.0,8.58,0
1,Internet,RoundTrip,35.0,1.0,Fri,CCUSYD,1.0,1.0,1.0,8.58,0
3,Mobile,RoundTrip,18.0,8.0,Sun,CCUSYD,1.0,0.0,1.0,8.58,0
1,Internet,RoundTrip,23.0,7.0,Mon,CCUSYD,1.0,0.0,0.0,8.58,0
2,Internet,RoundTrip,54.0,13.0,Tue,CCUSYD,1.0,1.0,1.0,8.58,0
2,Internet,RoundTrip,19.0,5.0,Sat,CCUSYD,1.0,0.0,0.0,8.58,0
2,Internet,RoundTrip,17.0,10.0,Wed,CCUSYD,1.0,0.0,1.0,8.58,0
2,Internet,RoundTrip,117.0,8.0,Mon,CCUSYD,1.0,0.0,1.0,8.58,0
2,Internet,RoundTrip,33.0,3.0,Mon,CCUSYD,1.0,0.0,1.0,8.58,1
1,Internet,RoundTrip,62.0,18.0,Tue,CCUSYD,1.0,0.0,1.0,8.58,0
1,Internet,RoundTrip,91.0,11.0,Thu,CCUSYD,1.0,0.0,0.0,8.58,0
1,Internet,RoundTrip,21.0,22.0,Thu,CCUSYD,1.0,1.0,1.0,8.58,0
1,Internet,RoundTrip,45.0,8.0,Sun,CCUSYD,1.0,1.0,1.0,8.58,0
1,Internet,RoundTrip,24.0,10.0,Wed,CCUSYD,1.0,1.0,1.0,8.58,0
2,Internet,RoundTrip,20.0,5.0,Sat,CCUSYD,1.0,1.0,0.0,8.58,0
2,Internet,RoundTrip,34.0,9.0,Sun,CCUSYD,1.0,0.0,0.0,8.58,0
3,Internet,RoundTrip,23.0,1.0,Sun,CCUSYD,1.0,1.0,0.0,8.58,0
2,Internet,RoundTrip,74.0,11.0,Tue,CCUSYD,1.0,1.0,1.0,8.58,0
2,Internet,RoundTrip,20.0,10.0,Fri,CCUSYD,1.0,1.0,1.0,8.58,1
2,Internet,RoundTrip,23.0,8.0,Wed,CCUSYD,1.0,0.0,0.0,8.58,0
2,Internet,RoundTrip,86.0,12.0,Tue,CCUSYD,1.0,1.0,1.0,8.58,0
4,Internet,RoundTrip,18.0,14.0,Sun,CCUSYD,1.0,0.0,0.0,8.58,0
1,Internet,RoundTrip,44.0,2.0,Fri,CCUSYD,1.0,0.0,1.0,8.58,0
2,Internet,RoundTrip,71.0,11.0,Mon,CCUSYD,1.0,1.0,1.0,8.58,0
1,Internet,RoundTrip,17.0,5.0,Wed,CCUTPE,0.0,0.0,0.0,4.67,0
1,Mobile,RoundTrip,22.0,1.0,Thu,CCUTPE,0.0,0.0,0.0,4.67,0
2,Internet,RoundTrip,18.0,14.0,Wed,CCUTPE,1.0,0.0,1.0,4.67,0
1,Mobile,RoundTrip,20.0,1.0,Thu,CCUTPE,0.0,1.0,0.0,4.67,0
1,Internet,RoundTrip,20.0,8.0,Mon,CCUTPE,0.0,0.0,0.0,4.67,0
1,Internet,RoundTrip,27.0,5.0,Tue,CCUTPE,1.0,0.0,1.0,4.67,0
1,Internet,RoundTrip,18.0,15.0,Wed,CCUTPE,1.0,0.0,0.0,4.67,0
1,Internet,RoundTrip,21.0,5.0,Sun,CCUTPE,1.0,1.0,1.0,4.67,0
1,Internet,RoundTrip,17.0,4.0,Wed,CCUTPE,0.0,0.0,1.0,4.67,0
1,Internet,RoundTrip,30.0,16.0,Thu,CCUTPE,0.0,0.0,1.0,4.67,0
2,Internet,RoundTrip,25.0,16.0,Sat,CCUTPE,1.0,0.0,0.0,4.67,0
1,Internet,RoundTrip,31.0,10.0,Sat,CCUTPE,1.0,1.0,1.0,4.67,0
